0	0
-324704	0
-324704	182348
-696769	182348
-696769	509521
-985928	509521
-985928	708336
-1464993	708336
-1464993	1172835
-1884552	1172835
-1884552	1489127
-2337521	1489127
-2337521	1956382
-2396606	1956382
-2396606	2079858
-2684480	2079858
-2684480	2184380
-3021328	2184380
-3021328	2079858
-3090044	2079858
-3090044	1956382
-3370976	1956382
-3370976	2285199
-3375035	2285199
-3375035	2515479
-3084017	2515479
-3084017	2934609
-2980565	2934609
-2980565	2947339
-2337521	2947339
-2337521	3179040
-2333385	3179040
-2333385	3642814
-2243967	3642814
-2243967	3039307
-1963143	3039307
-1963143	2904259
-1395205	2904259
-1395205	2659621
-944021	2659621
-944021	2926179
-842913	2926179
-842913	3158336
-501254	3158336
-501254	3642814
-103698	3642814
-103698	3974166
37949	3974166
37949	4342630
96236	4342630
96236	4723022
37949	4723022
37949	5122401
-48002	5122401
-48002	5231772
-496011	5231772
-496011	5749139
-585202	5749139
-585202	5623979
-822854	5623979
-822854	5749139
-1130941	5749139
-1130941	5912882
-1274325	5912882
-1274325	6336197
-1749045	6336197
-1749045	6796614
-2233325	6796614
-2233325	6909914
-2337521	6909914
-2337521	7271378
-2245037	7271378
-2245037	7557070
-2337521	7557070
-2337521	7696262
-2299287	7696262
-2299287	8266201
-2129537	8266201
-2129537	8452448
-1767318	8452448
-1767318	8704471
-2129537	8704471
-2129537	9033311
-1847793	9033311
-1847793	8707528
-1753544	8707528
-1753544	8266201
-1437501	8266201
-1437501	8598968
-834787	8598968
-834787	8846294
-780166	8846294
-780166	8496369
-484985	8496369
-484985	8368092
-337242	8368092
-337242	7892847
-780166	7892847
-780166	7696262
-775176	7696262
-775176	7519726
-340948	7519726
-340948	7696262
-57746	7696262
-57746	7949422
0	7949422
0	8182728
98985	8182728
98985	7947794
267726	7947794
267726	7745616
220966	7745616
220966	7531685
267726	7531685
267726	7161688
592235	7161688
592235	7196273
331499	7196273
331499	7513903
451538	7513903
451538	7576289
331499	7576289
331499	7853162
592235	7853162
592235	7947794
885150	7947794
885150	8182728
1109250	8182728
1109250	7621165
1221226	7621165
1221226	8011785
1476891	8011785
1476891	8437009
1863660	8437009
1863660	7917071
1999541	7917071
1999541	7621165
2003200	7621165
2003200	8182728
2362456	8182728
2362456	7584530
2478646	7584530
2478646	8027957
2909682	8027957
2909682	8182728
2939743	8182728
2939743	8737201
3166025	8737201
3166025	9016730
3192294	9016730
3192294	9246940
3166025	9246940
3166025	9405513
3273066	9405513
3273066	10019356
3470043	10019356
3470043	10673602
3738450	10673602
3738450	10408461
4038942	10408461
4038942	9993072
4240560	9993072
4240560	10095038
4327905	10095038
4327905	10543803
4240560	10543803
4240560	10673602
4340912	10673602
4340912	11006275
4695939	11006275
4695939	11361671
4874230	11361671
4874230	11403658
5527899	11403658
5527899	11361671
5613454	11361671
5613454	11873633
5268623	11873633
5268623	12006117
5102236	12006117
5102236	11985501
4752609	11985501
4752609	12483838
4547211	12483838
4547211	11985501
4257444	11985501
4257444	12006117
4115021	12006117
4115021	12617495
4173310	12617495
4173310	12542616
4638525	12542616
4638525	12786325
5031816	12786325
5031816	12542616
5213677	12542616
5213677	12617495
5613454	12617495
5613454	13008148
5985432	13008148
5985432	13073573
6319822	13073573
6319822	13648652
6373078	13648652
6373078	13073573
6656101	13073573
6656101	12910815
6617449	12910815
6617449	12760022
6245165	12760022
6245165	12790105
5816886	12790105
5816886	12760022
5678855	12760022
